metric,service,service_type,node,container,task,job,instance,address,duration_seconds,completed_at,started_at
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.13720389399986743,2025-09-26 18:55:47+00:00,2025-09-26 18:55:46.862796+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.8115946440002517,2025-09-26 18:55:47+00:00,2025-09-26 18:55:44.188405+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.9699646179997217,2025-09-26 18:55:47+00:00,2025-09-26 18:55:46.030035+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.410988214000099,2025-09-26 18:55:47+00:00,2025-09-26 18:55:44.589012+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9408443319998696,2025-09-26 18:55:47+00:00,2025-09-26 18:55:46.059156+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.410988214000099,2025-09-26 18:56:17+00:00,2025-09-26 18:56:14.589012+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.13720389399986743,2025-09-26 18:56:17+00:00,2025-09-26 18:56:16.862796+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.8115946440002517,2025-09-26 18:56:17+00:00,2025-09-26 18:56:14.188405+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.9699646179997217,2025-09-26 18:56:17+00:00,2025-09-26 18:56:16.030035+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9408443319998696,2025-09-26 18:56:17+00:00,2025-09-26 18:56:16.059156+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,1.0089269070003866,2025-09-26 18:56:47+00:00,2025-09-26 18:56:45.991073+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.1373468789997787,2025-09-26 18:56:47+00:00,2025-09-26 18:56:46.862653+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.958285753999917,2025-09-26 18:56:47+00:00,2025-09-26 18:56:44.041714+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.8952900340000269,2025-09-26 18:56:47+00:00,2025-09-26 18:56:46.104710+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.45668404800017,2025-09-26 18:56:47+00:00,2025-09-26 18:56:44.543316+00:00
